,Initial Rule Trees
37666,"G[?,?](DBP >= ? | (Temp <= ? -> HR <= ?))"
37667,"G[?,?](TroponinI <= ? | (Platelets <= ? -> O2Sat <= ?))"
37668,"G[?,?]((->SBP <= ?SBP <= ?) | (SBP <= ? | SBP <= ?))"
37669,"G[?,?]((|SBP >= ?MAP >= ?) | (HR <= ? | TroponinI >= ?))"
37670,"G[?,?](TroponinI <= ? | (SBP >= ? -> SBP <= ?))"
37671,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | PaCO2 <= ?)"
37672,"G[?,?]((->HR <= ?Temp <= ?) | (SBP <= ? -> SBP <= ?))"
37673,"G[?,?](Calcium <= ? | Lactate <= ?)"
37674,"G[?,?]((&Lactate <= ?O2Sat <= ?) | (Platelets <= ? -> MAP <= ?))"
37675,"G[?,?]((->Hgb >= ?HR <= ?) | (SBP >= ? -> Temp >= ?))"
37676,"G[?,?]((|Temp <= ?O2Sat >= ?) | (MAP <= ? | Temp <= ?))"
37677,"G[?,?](Hct >= ? | (HR <= ? | Temp <= ?))"
37678,"G[?,?](SBP <= ? | (O2Sat >= ? | Temp >= ?))"
37679,"G[?,?]((|Temp <= ?O2Sat >= ?) | Glucose <= ?)"
37680,"G[?,?](EtCO2 <= ? -> Bilirubin_direct <= ?)"
37681,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (HR <= ? | HR <= ?))"
37682,"G[?,?]((&SBP <= ?Temp <= ?) | (O2Sat <= ? & Temp <= ?))"
37683,"G[?,?](Platelets <= ? | Potassium <= ?)"
37684,"G[?,?]((->Hgb >= ?HR >= ?) | (SBP >= ? -> SBP <= ?))"
37685,"G[?,?](Hct >= ? | FiO2 >= ?)"
37686,"G[?,?]((|SBP <= ?SBP >= ?) | Chloride >= ?)"
37687,"G[?,?]((|SBP <= ?WBC <= ?) | (HR >= ? -> Temp >= ?))"
37688,"G[?,?]((|Temp <= ?O2Sat >= ?) | (Platelets <= ? -> SBP <= ?))"
37689,"G[?,?]((|Temp >= ?HR >= ?) | (HR <= ? | HR <= ?))"
37690,"G[?,?]((&Temp >= ?O2Sat >= ?) -> Chloride >= ?)"
37691,"G[?,?]((->Temp <= ?HR >= ?) | (HR <= ? -> O2Sat >= ?))"
37692,"G[?,?]((->SBP <= ?MAP <= ?) | (Temp <= ? & Temp >= ?))"
37693,"G[?,?]((|O2Sat >= ?SBP <= ?) | (SBP <= ? -> O2Sat >= ?))"
37694,"G[?,?]((|Temp >= ?Temp >= ?) | Potassium >= ?)"
37695,"G[?,?]((->O2Sat >= ?HR <= ?) | (Temp >= ? -> O2Sat >= ?))"
37696,"G[?,?]((|SBP <= ?Temp >= ?) | Magnesium >= ?)"
37697,"G[?,?](SaO2 <= ? | Calcium >= ?)"
37698,"G[?,?]((&SBP <= ?Temp <= ?) | (Platelets <= ? -> SBP >= ?))"
37699,"G[?,?](HR <= ? & HR <= ?)"
37700,"G[?,?](Fibrinogen <= ? | (O2Sat >= ? -> Temp >= ?))"
37701,"G[?,?]((&SBP <= ?O2Sat <= ?) | (AST >= ? -> SBP >= ?))"
37702,"G[?,?]((&Temp <= ?O2Sat >= ?) | DBP >= ?)"
37703,"G[?,?]((&SBP <= ?Temp <= ?) | (Temp <= ? -> HR <= ?))"
37704,"G[?,?]((&SBP <= ?O2Sat <= ?) | (HR <= ? -> Temp >= ?))"
37705,"G[?,?]((&O2Sat >= ?O2Sat >= ?) | (SBP <= ? -> O2Sat <= ?))"
37706,"G[?,?](Glucose >= ? -> Hct <= ?)"
37707,"G[?,?](SaO2 >= ? & PaCO2 <= ?)"
37708,"G[?,?](Hgb >= ? -> SaO2 <= ?)"
37709,"G[?,?](Calcium >= ? -> (Temp >= ? & O2Sat <= ?))"
37710,"G[?,?]((&O2Sat >= ?Temp <= ?) | Phosphate >= ?)"
37711,"G[?,?]((->O2Sat <= ?SBP <= ?) | (SBP >= ? -> Temp >= ?))"
37712,"G[?,?](Phosphate <= ? | Hct >= ?)"
37713,"G[?,?]((->SBP <= ?HR <= ?) | Hct <= ?)"
37714,"G[?,?](SBP <= ? -> Potassium >= ?)"
37715,"G[?,?]((->Lactate <= ?Temp <= ?) | (AST >= ? -> O2Sat <= ?))"
37716,"G[?,?]((&Lactate <= ?O2Sat >= ?) | PaCO2 <= ?)"
37717,"G[?,?]((|SBP <= ?WBC <= ?) | (AST >= ? -> O2Sat >= ?))"
37718,"G[?,?]((->O2Sat <= ?Temp <= ?) | (Temp <= ? -> O2Sat <= ?))"
37719,"G[?,?]((->Lactate <= ?HR >= ?) | (SBP <= ? -> MAP <= ?))"
37720,"G[?,?]((&SBP <= ?O2Sat >= ?) | PTT <= ?)"
37721,"G[?,?]((->HR <= ?SBP >= ?) | (Temp <= ? -> MAP <= ?))"
37722,"G[?,?](Lactate <= ? -> SaO2 <= ?)"
37723,"G[?,?](SBP >= ? | DBP >= ?)"
37724,"G[?,?]((->Lactate <= ?MAP <= ?) | Creatinine <= ?)"
37725,"G[?,?](EtCO2 >= ? -> Lactate <= ?)"
37726,"G[?,?]((|O2Sat >= ?HR >= ?) | (O2Sat >= ? & Temp <= ?))"
37727,"G[?,?]((|SBP >= ?WBC <= ?) | (Temp <= ? -> Temp >= ?))"
37728,"G[?,?]((&Lactate <= ?O2Sat <= ?) | (O2Sat <= ? & O2Sat <= ?))"
37729,"G[?,?]((->HR <= ?MAP <= ?) | (O2Sat <= ? & Temp >= ?))"
37730,"G[?,?]((->SBP <= ?Temp >= ?) | (SBP <= ? | HR <= ?))"
37731,"G[?,?]((&O2Sat <= ?Temp <= ?) | (Temp <= ? -> O2Sat <= ?))"
37732,"G[?,?]((&O2Sat <= ?Temp <= ?) | PaCO2 >= ?)"
37733,"G[?,?]((|Temp >= ?O2Sat >= ?) | (SBP <= ? -> MAP <= ?))"
37734,"G[?,?]((|SBP >= ?HR <= ?) | PaCO2 <= ?)"
37735,"G[?,?](Hct >= ? -> Resp >= ?)"
37736,"G[?,?](SBP <= ? -> BaseExcess >= ?)"
37737,"G[?,?]((->O2Sat >= ?Temp >= ?) | Glucose >= ?)"
37738,"G[?,?](SBP <= ? | AST >= ?)"
37739,"G[?,?]((->SBP <= ?SBP <= ?) | HR >= ?)"
37740,"G[?,?](Fibrinogen <= ? | (MAP <= ? | O2Sat >= ?))"
37741,"G[?,?](FiO2 <= ? -> EtCO2 >= ?)"
37742,"G[?,?]((->O2Sat <= ?HR >= ?) | (HR >= ? -> O2Sat >= ?))"
37743,"G[?,?]((->O2Sat >= ?SBP >= ?) | (Temp >= ? -> SBP <= ?))"
37744,"G[?,?](SepsisLabel >= ? -> Lactate >= ?)"
37745,"G[?,?]((|SBP <= ?Temp >= ?) | HCO3 <= ?)"
37746,"G[?,?](O2Sat >= ? -> Bilirubin_direct >= ?)"
37747,"G[?,?]((->HR <= ?Temp <= ?) | (HR <= ? -> MAP <= ?))"
37748,"G[?,?](SBP >= ? | Bilirubin_total <= ?)"
37749,"G[?,?]((|pH <= ?SBP >= ?) | (SBP >= ? -> Temp >= ?))"
37750,"G[?,?]((&Temp <= ?HR <= ?) | SBP <= ?)"
37751,"G[?,?]((->Temp <= ?O2Sat <= ?) | (Platelets <= ? -> O2Sat >= ?))"
37752,"G[?,?](EtCO2 >= ? -> Hgb >= ?)"
37753,"G[?,?](EtCO2 <= ? | (HR <= ? -> O2Sat >= ?))"
37754,"G[?,?]((->Temp <= ?SBP <= ?) | (SBP <= ? -> Temp >= ?))"
37755,"G[?,?]((|SBP <= ?HR <= ?) | (HR <= ? -> O2Sat >= ?))"
37756,"G[?,?]((|HR <= ?O2Sat >= ?) | (SBP <= ? -> MAP <= ?))"
37757,"G[?,?](PTT >= ? | (SBP <= ? | SBP <= ?))"
37758,"G[?,?]((->Hgb >= ?Temp >= ?) | (O2Sat >= ? | TroponinI >= ?))"
37759,"G[?,?]((|SBP <= ?WBC <= ?) | (SBP >= ? -> Temp <= ?))"
37760,"G[?,?]((|Temp <= ?O2Sat >= ?) | BUN <= ?)"
37761,"G[?,?](Magnesium <= ? -> (O2Sat >= ? & O2Sat >= ?))"
37762,"G[?,?](Magnesium >= ? | (O2Sat >= ? & Temp <= ?))"
37763,"G[?,?](Potassium >= ? -> BaseExcess >= ?)"
37764,"G[?,?](Platelets >= ? | (SBP <= ? -> SBP >= ?))"
37765,"G[?,?]((&O2Sat <= ?HR <= ?) | (HR <= ? | Temp <= ?))"
37766,"G[?,?]((|Temp <= ?Temp <= ?) | (SBP <= ? | Temp >= ?))"
37767,"G[?,?](O2Sat >= ? | (AST >= ? -> O2Sat >= ?))"
37768,"G[?,?](SBP <= ? | Phosphate >= ?)"
37769,"G[?,?](HCO3 <= ? -> (Temp >= ? & Temp >= ?))"
37770,"(Bilirubin_total >= ?) U[?,?] (PaCO2 >= ?)"
37771,"G[?,?]((->O2Sat >= ?MAP <= ?) | (HR <= ? -> Temp >= ?))"
37772,"G[?,?]((->Temp >= ?O2Sat <= ?) | Glucose >= ?)"
37773,"G[?,?]((|pH <= ?HR <= ?) | DBP >= ?)"
37774,"G[?,?]((|HR <= ?Temp >= ?) | Platelets >= ?)"
37775,"G[?,?](Chloride >= ? | (SBP >= ? -> Temp <= ?))"
37776,"G[?,?]((&Temp >= ?Temp <= ?) -> Magnesium <= ?)"
37777,"G[?,?](EtCO2 >= ? | (Temp <= ? & Temp >= ?))"
37778,"G[?,?]((|HR <= ?Temp <= ?) | (Temp <= ? -> O2Sat <= ?))"
37779,"G[?,?](WBC >= ? -> (Temp >= ? & O2Sat >= ?))"
37780,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | (Temp >= ? -> SBP >= ?))"
37781,"G[?,?](PaCO2 >= ? | (O2Sat >= ? -> Temp >= ?))"
37782,"G[?,?]((|SBP >= ?Temp >= ?) | (HR >= ? | SBP <= ?))"
37783,"G[?,?]((|pH <= ?SBP >= ?) | (SBP <= ? | Temp <= ?))"
37784,"G[?,?]((&O2Sat <= ?O2Sat >= ?) -> WBC >= ?)"
37785,"G[?,?]((->Lactate <= ?Temp <= ?) | (HR <= ? -> MAP <= ?))"
37786,"G[?,?](Resp >= ? | BaseExcess <= ?)"
37787,"G[?,?](HR <= ? | Temp <= ?)"
37788,"G[?,?]((->SBP <= ?SBP >= ?) | (O2Sat <= ? -> SBP >= ?))"
37789,"G[?,?]((|SBP <= ?MAP >= ?) | (O2Sat >= ? -> Temp >= ?))"
37790,"G[?,?]((->Temp >= ?SBP <= ?) | (SBP >= ? -> O2Sat >= ?))"
37791,"F[?,?](Lactate >= ? -> HR >= ?)"
37792,"F[?,?](O2Sat <= ? & Resp <= ?)"
37793,"G[?,?]((->Temp >= ?SBP >= ?) | (O2Sat >= ? -> SBP <= ?))"
37794,"(BUN >= ?) U[?,?] (HCO3 <= ?)"
37795,"G[?,?](pH >= ? | (Temp <= ? -> O2Sat >= ?))"
37796,"G[?,?]((|Temp <= ?SBP >= ?) | (AST >= ? -> HR <= ?))"
37797,"G[?,?](SaO2 <= ? -> Alkalinephos <= ?)"
37798,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | SaO2 <= ?)"
37799,"G[?,?]((->Hgb >= ?Temp <= ?) | (HR >= ? -> SBP >= ?))"
37800,"G[?,?]((|SBP <= ?HR <= ?) | DBP >= ?)"
37801,"G[?,?]((&Temp <= ?Temp <= ?) | (Temp >= ? -> O2Sat >= ?))"
37802,"G[?,?]((->Hgb >= ?HR <= ?) | (SBP <= ? -> O2Sat >= ?))"
37803,"G[?,?]((|Temp >= ?Temp >= ?) | Chloride >= ?)"
37804,"G[?,?]((->Temp >= ?HR <= ?) | (O2Sat >= ? -> HR <= ?))"
37805,"G[?,?]((&O2Sat >= ?Temp <= ?) | (Lactate <= ? & Temp <= ?))"
37806,"G[?,?]((|pH <= ?O2Sat >= ?) | (Temp <= ? -> Temp <= ?))"
37807,"G[?,?]((->Hgb >= ?HR <= ?) | (MAP <= ? | TroponinI >= ?))"
37808,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | FiO2 <= ?)"
37809,"G[?,?]((|Temp <= ?WBC <= ?) | (O2Sat <= ? & O2Sat <= ?))"
37810,"G[?,?]((|O2Sat >= ?SBP <= ?) | HR >= ?)"
37811,"G[?,?]((|Temp <= ?Temp <= ?) | EtCO2 >= ?)"
37812,"G[?,?]((->Lactate <= ?Temp <= ?) | (SBP >= ? -> Temp <= ?))"
37813,"G[?,?]((->Temp <= ?O2Sat <= ?) | (Platelets <= ? -> O2Sat <= ?))"
37814,"G[?,?]((->Temp >= ?MAP <= ?) | SepsisLabel >= ?)"
37815,"G[?,?]((|Temp <= ?Temp >= ?) | (O2Sat >= ? -> O2Sat >= ?))"
37816,"G[?,?]((|Temp <= ?WBC <= ?) | (O2Sat <= ? -> Temp <= ?))"
37817,"G[?,?]((&Temp <= ?O2Sat <= ?) | (Temp <= ? & Temp >= ?))"
37818,"G[?,?](O2Sat >= ? | (O2Sat >= ? | TroponinI >= ?))"
37819,"G[?,?](Magnesium >= ? | HCO3 <= ?)"
37820,"G[?,?](Lactate >= ? | (AST >= ? -> MAP <= ?))"
37821,"G[?,?](MAP >= ? -> DBP <= ?)"
37822,"G[?,?]((&O2Sat <= ?HR <= ?) | SBP <= ?)"
37823,"G[?,?]((->HR <= ?HR >= ?) | (O2Sat <= ? -> SBP <= ?))"
37824,"G[?,?](AST <= ? | (SBP >= ? -> O2Sat <= ?))"
37825,"G[?,?]((&O2Sat <= ?O2Sat <= ?) | Phosphate <= ?)"
37826,"G[?,?](DBP <= ? | Hgb <= ?)"
37827,"G[?,?]((|Temp >= ?O2Sat >= ?) | HR <= ?)"
37828,"G[?,?]((|pH <= ?SBP >= ?) | (Lactate <= ? & Temp >= ?))"
37829,"G[?,?](Hct <= ? | (HR <= ? -> SBP >= ?))"
37830,"G[?,?]((->O2Sat >= ?Temp >= ?) | Glucose <= ?)"
37831,"G[?,?]((->Hgb >= ?Temp <= ?) | Bilirubin_total <= ?)"
37832,"G[?,?](MAP >= ? -> (HR >= ? & O2Sat <= ?))"
37833,"F[?,?](Creatinine >= ? & Alkalinephos >= ?)"
37834,"G[?,?](pH <= ? -> HR <= ?)"
37835,"G[?,?](PaCO2 <= ? | Chloride <= ?)"
37836,"G[?,?](Fibrinogen <= ? | Magnesium >= ?)"
37837,"(HCO3 >= ?) U[?,?] (Potassium >= ?)"
37838,"G[?,?]((|Temp <= ?O2Sat >= ?) | Hgb >= ?)"
37839,"G[?,?]((|Temp >= ?Temp <= ?) | (Lactate <= ? & O2Sat <= ?))"
37840,"G[?,?]((&O2Sat >= ?Temp <= ?) | BUN >= ?)"
37841,"G[?,?]((|pH <= ?Temp >= ?) | SepsisLabel >= ?)"
37842,"G[?,?]((&O2Sat <= ?O2Sat >= ?) | (SBP <= ? | TroponinI >= ?))"
37843,"G[?,?](WBC <= ? -> (O2Sat <= ? & O2Sat >= ?))"
37844,"G[?,?]((->SBP <= ?HR <= ?) | Lactate >= ?)"
37845,"G[?,?]((|Temp <= ?SBP >= ?) | (SBP <= ? | SBP <= ?))"
37846,"G[?,?]((|pH <= ?Temp >= ?) | (MAP <= ? | Temp >= ?))"
37847,"F[?,?](MAP >= ? & pH <= ?)"
37848,"G[?,?](Calcium >= ? | (HR >= ? -> Temp <= ?))"
37849,"G[?,?]((->Lactate <= ?Temp >= ?) | (HR <= ? | HR <= ?))"
37850,"G[?,?]((->SBP <= ?SBP <= ?) | (SBP >= ? -> Temp >= ?))"
37851,"G[?,?]((|SBP >= ?Temp >= ?) | (O2Sat <= ? -> SBP >= ?))"
37852,"G[?,?](HCO3 <= ? | (AST >= ? -> MAP <= ?))"
37853,"G[?,?](WBC <= ? | (SBP <= ? | SBP <= ?))"
37854,"G[?,?]((|HR <= ?O2Sat >= ?) | Potassium <= ?)"
37855,"G[?,?]((|SBP >= ?HR <= ?) | (Temp >= ? -> O2Sat <= ?))"
37856,"G[?,?]((|O2Sat >= ?Temp <= ?) | Hgb <= ?)"
37857,"G[?,?](Glucose <= ? | (O2Sat <= ? -> SBP >= ?))"
37858,"G[?,?](pH <= ? | (SBP >= ? -> O2Sat >= ?))"
37859,"G[?,?]((->HR <= ?Temp <= ?) | (O2Sat <= ? & Temp >= ?))"
37860,"G[?,?]((->Lactate <= ?HR >= ?) | Fibrinogen <= ?)"
37861,"G[?,?]((->Temp >= ?SBP <= ?) | (SBP <= ? -> O2Sat <= ?))"
37862,"G[?,?]((&O2Sat <= ?HR <= ?) | Creatinine >= ?)"
37863,"G[?,?]((&SBP <= ?O2Sat <= ?) | (O2Sat <= ? -> HR <= ?))"
37864,"G[?,?]((->SBP <= ?Temp <= ?) | (O2Sat <= ? -> SBP >= ?))"
37865,"G[?,?]((|Temp <= ?SBP >= ?) | Lactate >= ?)"
37866,"G[?,?]((->Temp >= ?MAP <= ?) | Phosphate >= ?)"
37867,"G[?,?]((|pH <= ?Temp <= ?) | (HR <= ? -> O2Sat <= ?))"
37868,"G[?,?](SaO2 >= ? | (HR <= ? | O2Sat >= ?))"
37869,"G[?,?]((->HR <= ?HR <= ?) | (HR <= ? -> HR <= ?))"
37870,"G[?,?](SaO2 <= ? -> BUN <= ?)"
37871,"G[?,?](PaCO2 >= ? | (MAP <= ? | Temp >= ?))"
37872,"G[?,?](Fibrinogen <= ? -> Bilirubin_total <= ?)"
37873,"G[?,?]((|SBP >= ?HR <= ?) | (HR >= ? -> O2Sat >= ?))"
37874,"G[?,?]((|pH <= ?HR <= ?) | pH <= ?)"
37875,"G[?,?]((|SBP <= ?SBP <= ?) | (SBP >= ? -> SBP >= ?))"
37876,"G[?,?]((|HR <= ?MAP >= ?) | SepsisLabel <= ?)"
37877,"G[?,?](TroponinI >= ? | (HR <= ? -> HR <= ?))"
37878,"G[?,?]((|O2Sat >= ?Temp <= ?) | (Temp <= ? -> Temp <= ?))"
37879,"G[?,?](TroponinI <= ? | BaseExcess <= ?)"
37880,"G[?,?](Alkalinephos >= ? | (HR >= ? -> Temp >= ?))"
37881,"G[?,?]((&Temp <= ?Temp <= ?) | (SBP <= ? | O2Sat >= ?))"
37882,"G[?,?]((|Temp >= ?MAP >= ?) | FiO2 >= ?)"
37883,"G[?,?]((->Temp >= ?O2Sat <= ?) | DBP >= ?)"
37884,"G[?,?](Fibrinogen <= ? | Bilirubin_total <= ?)"
37885,"G[?,?]((|SBP >= ?SBP <= ?) | Resp <= ?)"
37886,"G[?,?]((|Temp <= ?WBC <= ?) | WBC <= ?)"
37887,"G[?,?]((&Lactate <= ?O2Sat >= ?) | (SBP <= ? | Temp >= ?))"
37888,"G[?,?](TroponinI <= ? | Hct <= ?)"
37889,"G[?,?]((->HR <= ?HR >= ?) | (HR >= ? -> MAP <= ?))"
37890,"G[?,?](Hct <= ? | (O2Sat <= ? & O2Sat <= ?))"
37891,"G[?,?]((|SBP <= ?HR <= ?) | Alkalinephos >= ?)"
37892,"F[?,?](MAP >= ? & Fibrinogen >= ?)"
37893,"G[?,?]((->Temp <= ?SBP <= ?) | Temp <= ?)"
37894,"G[?,?]((&SBP <= ?HR <= ?) | (Platelets <= ? -> SBP >= ?))"
37895,"G[?,?](Potassium <= ? | (SBP <= ? | SBP <= ?))"
37896,"G[?,?]((->Temp <= ?Temp <= ?) | (Lactate <= ? & Temp <= ?))"
37897,"G[?,?]((&O2Sat <= ?O2Sat <= ?) | EtCO2 <= ?)"
37898,"G[?,?](SepsisLabel <= ? | WBC >= ?)"
37899,"G[?,?]((&Potassium >= ?Temp >= ?) -> Chloride >= ?)"
37900,"G[?,?]((->Lactate <= ?SBP >= ?) | (O2Sat >= ? -> MAP <= ?))"
37901,"G[?,?](BaseExcess <= ? -> BUN <= ?)"
37902,"G[?,?](Resp >= ? | O2Sat >= ?)"
37903,"G[?,?]((|SBP >= ?SBP <= ?) | (HR <= ? | TroponinI >= ?))"
37904,"G[?,?](Chloride <= ? | (SBP <= ? -> O2Sat >= ?))"
37905,"G[?,?]((->O2Sat >= ?HR <= ?) | Creatinine <= ?)"
37906,"G[?,?](SBP <= ? | MAP >= ?)"
37907,"G[?,?]((->Hgb >= ?Temp >= ?) | (Temp >= ? -> HR <= ?))"
37908,"G[?,?]((->Hgb >= ?SBP >= ?) | SaO2 <= ?)"
37909,"G[?,?](Bilirubin_total <= ? | (AST >= ? -> Temp <= ?))"
37910,"G[?,?](Potassium <= ? | (O2Sat <= ? -> Temp >= ?))"
37911,"G[?,?]((|pH <= ?Temp <= ?) | SepsisLabel >= ?)"
37912,"G[?,?](SBP >= ? -> Lactate >= ?)"
37913,"G[?,?](BUN >= ? | (HR >= ? | Temp >= ?))"
37914,"G[?,?]((->Temp >= ?Temp <= ?) | (Platelets <= ? -> SBP >= ?))"
37915,"G[?,?]((->HR <= ?HR <= ?) | (HR >= ? | O2Sat >= ?))"
37916,"(Fibrinogen >= ?) U[?,?] (PTT >= ?)"
37917,"G[?,?]((|SBP <= ?WBC <= ?) | (O2Sat <= ? -> O2Sat >= ?))"
37918,"G[?,?]((->O2Sat >= ?SBP <= ?) | (MAP <= ? | HR >= ?))"
37919,"G[?,?]((|pH <= ?HR <= ?) | HR >= ?)"
37920,"G[?,?]((|Temp >= ?O2Sat >= ?) | (HR <= ? | Temp <= ?))"
37921,"G[?,?]((|Temp >= ?HR >= ?) | (O2Sat <= ? -> SBP <= ?))"
37922,"G[?,?]((|SBP <= ?Temp >= ?) | Hgb <= ?)"
37923,"G[?,?]((->Lactate <= ?HR >= ?) | (Temp >= ? -> HR <= ?))"
37924,"G[?,?]((|HR <= ?Temp >= ?) | (HR <= ? -> SBP <= ?))"
37925,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (SBP <= ? -> MAP <= ?))"
37926,"G[?,?]((->O2Sat <= ?Temp >= ?) | (Temp >= ? -> SBP >= ?))"
37927,"G[?,?]((&O2Sat <= ?O2Sat >= ?) -> (O2Sat >= ? -> O2Sat >= ?))"
37928,"G[?,?](TroponinI >= ? -> SaO2 >= ?)"
37929,"(Creatinine >= ?) U[?,?] (Phosphate >= ?)"
37930,"G[?,?](Glucose >= ? -> HR <= ?)"
37931,"G[?,?](Bilirubin_direct >= ? | (O2Sat >= ? | Temp >= ?))"
37932,"(Hgb >= ?) U[?,?] (pH >= ?)"
37933,"G[?,?](Alkalinephos <= ? | (SBP >= ? -> SBP >= ?))"
37934,"G[?,?](SepsisLabel <= ? | SBP <= ?)"
37935,"G[?,?]((->Hgb >= ?Temp >= ?) | BUN <= ?)"
37936,"G[?,?]((|Temp <= ?SBP <= ?) | Calcium <= ?)"
37937,"G[?,?]((->O2Sat <= ?SBP >= ?) | (Temp >= ? -> SBP <= ?))"
37938,"F[?,?](MAP <= ? & Hgb >= ?)"
37939,"G[?,?]((->O2Sat >= ?SBP <= ?) | (Temp <= ? -> Temp >= ?))"
37940,"G[?,?]((&SBP <= ?O2Sat <= ?) | HCO3 >= ?)"
37941,"G[?,?]((->O2Sat >= ?Temp >= ?) | HR >= ?)"
37942,"G[?,?](PaCO2 <= ? | Calcium <= ?)"
37943,"(Phosphate >= ?) U[?,?] (Glucose >= ?)"
37944,"G[?,?]((->Temp <= ?SBP <= ?) | (HR >= ? -> SBP <= ?))"
37945,"G[?,?](FiO2 <= ? | SaO2 >= ?)"
37946,"G[?,?]((->Temp <= ?MAP <= ?) | (HR >= ? -> MAP <= ?))"
37947,"G[?,?]((&Lactate <= ?Temp <= ?) | Bilirubin_total >= ?)"
37948,"G[?,?]((->Temp >= ?O2Sat <= ?) | EtCO2 >= ?)"
37949,"G[?,?]((->Hgb >= ?SBP <= ?) | (HR <= ? | Temp >= ?))"
37950,"G[?,?]((|Temp <= ?O2Sat >= ?) | (O2Sat <= ? -> HR <= ?))"
37951,"G[?,?]((->O2Sat >= ?HR >= ?) | SBP <= ?)"
37952,"G[?,?]((->HR <= ?Temp <= ?) | pH >= ?)"
37953,"G[?,?]((|pH <= ?HR <= ?) | Temp <= ?)"
37954,"G[?,?](BUN >= ? -> (O2Sat >= ? & HR >= ?))"
37955,"G[?,?](AST >= ? | (AST >= ? -> O2Sat >= ?))"
37956,"G[?,?]((->O2Sat >= ?Temp <= ?) | (Platelets <= ? -> MAP <= ?))"
37957,"G[?,?]((|pH <= ?HR >= ?) | (O2Sat <= ? -> MAP <= ?))"
37958,"G[?,?]((->HR <= ?MAP <= ?) | (HR >= ? -> O2Sat >= ?))"
37959,"G[?,?]((->Temp >= ?Temp <= ?) | (Platelets <= ? -> O2Sat >= ?))"
37960,"G[?,?]((|SBP <= ?O2Sat >= ?) | (AST >= ? -> O2Sat <= ?))"
37961,"G[?,?]((->Lactate <= ?HR >= ?) | Glucose <= ?)"
37962,"G[?,?](PaCO2 >= ? | (O2Sat <= ? -> SBP <= ?))"
37963,"G[?,?]((->Temp <= ?O2Sat <= ?) | (Temp >= ? -> MAP <= ?))"
37964,"G[?,?](PTT <= ? | (SBP <= ? -> O2Sat <= ?))"
37965,"G[?,?]((|SBP >= ?SBP <= ?) | (MAP <= ? | Temp >= ?))"
37966,"G[?,?]((|O2Sat >= ?HR >= ?) | Creatinine >= ?)"
37967,"F[?,?](BaseExcess >= ? & pH <= ?)"
37968,"G[?,?]((->HR <= ?HR >= ?) | (SBP <= ? -> SBP >= ?))"
37969,"G[?,?]((|Temp <= ?HR >= ?) | (SBP >= ? -> O2Sat <= ?))"
37970,"G[?,?]((|HR <= ?HR <= ?) | PaCO2 <= ?)"
37971,"G[?,?](Hct >= ? | (O2Sat <= ? -> SBP <= ?))"
37972,"G[?,?](BUN <= ? -> (O2Sat >= ? & O2Sat <= ?))"
37973,"G[?,?]((|Temp >= ?Temp <= ?) | (Platelets <= ? -> HR <= ?))"
37974,"G[?,?]((->O2Sat >= ?SBP <= ?) | Phosphate <= ?)"
37975,"G[?,?](MAP <= ? | (AST >= ? -> O2Sat >= ?))"
37976,"G[?,?]((|HR <= ?HR >= ?) | (AST >= ? -> O2Sat <= ?))"
37977,"G[?,?]((|pH <= ?HR <= ?) | (SBP <= ? -> Temp <= ?))"
37978,"G[?,?](pH >= ? | MAP >= ?)"
37979,"G[?,?]((&Lactate <= ?O2Sat >= ?) | (Temp <= ? -> MAP <= ?))"
37980,"G[?,?](Calcium >= ? | (SBP <= ? | SBP <= ?))"
37981,"G[?,?](Calcium >= ? | (O2Sat >= ? -> SBP <= ?))"
37982,"G[?,?]((->HR <= ?MAP <= ?) | Fibrinogen >= ?)"
37983,"G[?,?]((->Hgb >= ?MAP <= ?) | (Platelets <= ? -> SBP >= ?))"
37984,"G[?,?](BUN >= ? | (SBP >= ? -> HR <= ?))"
37985,"G[?,?]((|Temp >= ?HR <= ?) | SaO2 >= ?)"
37986,"G[?,?]((|HR <= ?MAP >= ?) | (Temp <= ? & Temp <= ?))"
37987,"G[?,?]((->O2Sat >= ?Temp <= ?) | (O2Sat >= ? -> O2Sat <= ?))"
37988,"G[?,?](HR <= ? | FiO2 <= ?)"
37989,"G[?,?]((->HR <= ?HR >= ?) | (O2Sat <= ? -> O2Sat >= ?))"
37990,"G[?,?](EtCO2 <= ? | (Platelets <= ? -> HR <= ?))"
37991,"G[?,?]((->Temp <= ?O2Sat <= ?) | (AST >= ? -> HR <= ?))"
37992,"G[?,?](Bilirubin_direct >= ? | (HR <= ? & Temp >= ?))"
37993,"G[?,?]((|pH <= ?HR >= ?) | Chloride <= ?)"
37994,"G[?,?](Creatinine >= ? -> Magnesium >= ?)"
37995,"G[?,?](Temp <= ? | Calcium <= ?)"
37996,"G[?,?](BUN <= ? | Glucose >= ?)"
37997,"G[?,?]((->Hgb >= ?HR >= ?) | (O2Sat <= ? -> O2Sat <= ?))"
37998,"G[?,?]((->O2Sat >= ?HR >= ?) | (SBP <= ? | SBP <= ?))"
