,Initial Rule Trees
1252,"(O2_Flow <= ?) U[?,?] (direct >= ?)"
1253,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (CHLORIDE >= ?)"
1254,"(direct >= ?) U[?,?] (Mort >= ?)"
1255,"(n_evts <= ?) U[?,?] (Resp <= ?)"
1256,"(n_evts <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1257,"(SpO2 >= ?) U[?,?] (O2_Flow >= ?)"
1258,"(y <= ?) U[?,?] (death >= ?)"
1259,"(Temp <= ?) U[?,?] (y >= ?)"
1260,"(Resp <= ?) U[?,?] (ALBUMIN >= ?)"
1261,"(Mort >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1262,"(n_evts <= ?) U[?,?] (O2_Flow <= ?)"
1263,"(Mort <= ?) U[?,?] (SpO2 <= ?)"
1264,"G[?,?](Mort <= ? & LOS >= ?)"
1265,"(ALBUMIN >= ?) U[?,?] (Resp >= ?)"
1266,"(direct <= ?) U[?,?] (n_evts >= ?)"
1267,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (ALT_GPT >= ?)"
1268,"(Resp >= ?) U[?,?] (y <= ?)"
1269,"(MET >= ?) U[?,?] (SpO2 >= ?)"
1270,"(Resp <= ?) U[?,?] (SpO2 <= ?)"
1271,"(n_evts >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1272,"(ICU_Pt_Days <= ?) U[?,?] (LOS >= ?)"
1273,"(Pulse >= ?) U[?,?] (Pulse <= ?)"
1274,"(LOS >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1275,"(tte <= ?) U[?,?] (tte <= ?)"
1276,"(lds >= ?) U[?,?] (death >= ?)"
1277,"(Temp >= ?) U[?,?] (CALCIUM >= ?)"
1278,"(ALT_GPT >= ?) U[?,?] (y >= ?)"
1279,"(SBP <= ?) U[?,?] (tte <= ?)"
1280,"(Pulse >= ?) U[?,?] (direct >= ?)"
1281,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (O2_Flow <= ?)"
1282,"(CALCIUM >= ?) U[?,?] (y >= ?)"
1283,"G[?,?](ICU_Pt_Days <= ? & ICU_Pt_Days >= ?)"
1284,"G[?,?](LOS >= ? | LOS <= ?)"
1285,"(direct <= ?) U[?,?] (AST_GOT >= ?)"
1286,"(n_evts <= ?) U[?,?] (O2_Flow >= ?)"
1287,"(Temp <= ?) U[?,?] (ICU_Pt_Days >= ?)"
1288,"(lds >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1289,"(MET >= ?) U[?,?] (Resp >= ?)"
1290,"(O2_Flow <= ?) U[?,?] (CHLORIDE >= ?)"
1291,"(Resp <= ?) U[?,?] (n_evts <= ?)"
1292,"(Temp >= ?) U[?,?] (Resp <= ?)"
1293,"(direct >= ?) U[?,?] (SBP <= ?)"
1294,"(SBP >= ?) U[?,?] (SBP <= ?)"
1295,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (direct <= ?)"
1296,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (tte <= ?)"
1297,"(CHLORIDE >= ?) U[?,?] (MET >= ?)"
1298,"(tte <= ?) U[?,?] (MET >= ?)"
1299,"(direct <= ?) U[?,?] (SBP <= ?)"
1300,"(MET <= ?) U[?,?] (SpO2 <= ?)"
1301,"(Pulse <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1302,"(SpO2 <= ?) U[?,?] (Resp >= ?)"
1303,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (death <= ?)"
1304,"G[?,?](edrk <= ? -> LOS >= ?)"
1305,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1306,"(CALCIUM >= ?) U[?,?] (CHLORIDE >= ?)"
1307,"(ALT_GPT >= ?) U[?,?] (n_evts >= ?)"
1308,"(n_evts <= ?) U[?,?] (MET <= ?)"
1309,"(SBP <= ?) U[?,?] (death <= ?)"
1310,"(Temp >= ?) U[?,?] (O2_Flow >= ?)"
1311,"G[?,?](ICU_Pt_Days >= ? | n_evts <= ?)"
1312,"(lds >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1313,"(MET >= ?) U[?,?] (O2_Flow <= ?)"
1314,"(AST_GOT >= ?) U[?,?] (Mort >= ?)"
1315,"G[?,?](ICU_Pt_Days <= ? -> LACTIC_ACID >= ?)"
1316,"(n_evts >= ?) U[?,?] (Temp >= ?)"
1317,"(MET <= ?) U[?,?] (tte <= ?)"
1318,"G[?,?](Mort <= ? -> n_evts >= ?)"
1319,"(LOS >= ?) U[?,?] (Mort <= ?)"
1320,"(Temp >= ?) U[?,?] (MET <= ?)"
1321,"(CO2 >= ?) U[?,?] (O2_Flow >= ?)"
1322,"(Mort <= ?) U[?,?] (CHLORIDE >= ?)"
1323,"(O2_Flow <= ?) U[?,?] (Mort >= ?)"
1324,"(Temp >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1325,"G[?,?](Mort >= ? -> death <= ?)"
1326,"(SBP >= ?) U[?,?] (direct <= ?)"
1327,"(O2_Flow >= ?) U[?,?] (Pulse >= ?)"
1328,"(direct <= ?) U[?,?] (O2_Flow >= ?)"
1329,"(Resp <= ?) U[?,?] (O2_Flow >= ?)"
1330,"(LOS <= ?) U[?,?] (direct <= ?)"
1331,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1332,"(Resp >= ?) U[?,?] (AST_GOT >= ?)"
1333,"(MET >= ?) U[?,?] (ALBUMIN >= ?)"
1334,"(O2_Flow <= ?) U[?,?] (LOS >= ?)"
1335,"(SpO2 <= ?) U[?,?] (AST_GOT >= ?)"
1336,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (n_evts <= ?)"
1337,"(CHLORIDE >= ?) U[?,?] (LOS <= ?)"
1338,"(direct >= ?) U[?,?] (Pulse >= ?)"
1339,"(Temp <= ?) U[?,?] (Temp <= ?)"
1340,"(SBP >= ?) U[?,?] (n_evts <= ?)"
1341,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (MET <= ?)"
1342,"(MET >= ?) U[?,?] (y <= ?)"
1343,"(Resp >= ?) U[?,?] (Mort >= ?)"
1344,"G[?,?](edrk <= ? -> Mort >= ?)"
1345,"(direct <= ?) U[?,?] (y >= ?)"
1346,"(ICU_Pt_Days >= ?) U[?,?] (Pulse >= ?)"
1347,"(y <= ?) U[?,?] (Mort >= ?)"
1348,"(LOS <= ?) U[?,?] (LOS >= ?)"
1349,"(MET <= ?) U[?,?] (y <= ?)"
1350,"(Pulse >= ?) U[?,?] (SpO2 >= ?)"
1351,"(y <= ?) U[?,?] (CALCIUM >= ?)"
1352,"(ICU_Pt_Days >= ?) U[?,?] (Temp >= ?)"
1353,"(Resp >= ?) U[?,?] (LOS <= ?)"
1354,"(death >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1355,"(Resp <= ?) U[?,?] (Resp >= ?)"
1356,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (Pulse <= ?)"
1357,"(MET >= ?) U[?,?] (CALCIUM >= ?)"
1358,"F[?,?](ICU_Pt_Days >= ? & WHITE_BLOOD_CELL_COUNT >= ?)"
1359,"(death >= ?) U[?,?] (y >= ?)"
1360,"F[?,?](LOS <= ? & WHITE_BLOOD_CELL_COUNT >= ?)"
1361,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (Mort <= ?)"
1362,"(ALBUMIN >= ?) U[?,?] (O2_Flow >= ?)"
1363,"(tte <= ?) U[?,?] (Temp <= ?)"
1364,"(Resp >= ?) U[?,?] (SpO2 >= ?)"
1365,"(CO2 >= ?) U[?,?] (ALBUMIN >= ?)"
1366,"(LOS <= ?) U[?,?] (y >= ?)"
1367,"(ALBUMIN >= ?) U[?,?] (Temp <= ?)"
1368,"(n_evts >= ?) U[?,?] (death <= ?)"
1369,"(Mort <= ?) U[?,?] (Resp >= ?)"
1370,"G[?,?](tte <= ? -> LACTIC_ACID >= ?)"
1371,"(SBP <= ?) U[?,?] (n_evts <= ?)"
1372,"(O2_Flow >= ?) U[?,?] (direct <= ?)"
1373,"(AST_GOT >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1374,"(Mort >= ?) U[?,?] (direct >= ?)"
1375,"(direct <= ?) U[?,?] (CALCIUM >= ?)"
1376,"(AST_GOT >= ?) U[?,?] (SpO2 <= ?)"
1377,"G[?,?](edrk <= ? -> tte <= ?)"
1378,"(SpO2 >= ?) U[?,?] (LOS <= ?)"
1379,"G[?,?](LOS >= ? -> death <= ?)"
1380,"(SBP <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1381,"F[?,?](LOS >= ? & WHITE_BLOOD_CELL_COUNT >= ?)"
1382,"(CHLORIDE >= ?) U[?,?] (n_evts >= ?)"
1383,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (Temp >= ?)"
1384,"(ICU_Pt_Days >= ?) U[?,?] (ALT_GPT >= ?)"
1385,"(tte <= ?) U[?,?] (CALCIUM >= ?)"
1386,"(y >= ?) U[?,?] (death <= ?)"
1387,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (death <= ?)"
1388,"(Mort >= ?) U[?,?] (AST_GOT >= ?)"
1389,"(ALBUMIN >= ?) U[?,?] (Mort >= ?)"
1390,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (Resp >= ?)"
1391,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (Pulse >= ?)"
1392,"(death >= ?) U[?,?] (ALT_GPT >= ?)"
1393,"(y <= ?) U[?,?] (ALT_GPT >= ?)"
1394,"(SBP <= ?) U[?,?] (Temp <= ?)"
1395,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (Pulse <= ?)"
1396,"(n_evts <= ?) U[?,?] (y <= ?)"
1397,"(direct >= ?) U[?,?] (n_evts <= ?)"
1398,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (n_evts >= ?)"
1399,"(n_evts <= ?) U[?,?] (direct <= ?)"
1400,"(n_evts <= ?) U[?,?] (CALCIUM >= ?)"
1401,"G[?,?](PROTIME_INR <= ? | y <= ?)"
1402,"G[?,?](ICU_Pt_Days <= ? | Glasgow_Coma_Scale_Total <= ?)"
1403,"(Temp >= ?) U[?,?] (MET >= ?)"
1404,"G[?,?](LOS >= ? & SBP >= ?)"
1405,"(tte <= ?) U[?,?] (Mort >= ?)"
1406,"(SBP >= ?) U[?,?] (tte >= ?)"
1407,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (ALBUMIN >= ?)"
1408,"(Mort <= ?) U[?,?] (AST_GOT >= ?)"
1409,"(n_evts >= ?) U[?,?] (Temp <= ?)"
1410,"(CO2 >= ?) U[?,?] (CHLORIDE >= ?)"
1411,"(tte >= ?) U[?,?] (Pulse >= ?)"
1412,"(tte <= ?) U[?,?] (Temp >= ?)"
1413,"(death <= ?) U[?,?] (y >= ?)"
1414,"(death <= ?) U[?,?] (tte <= ?)"
1415,"(Resp <= ?) U[?,?] (CHLORIDE >= ?)"
1416,"(Pulse <= ?) U[?,?] (AST_GOT >= ?)"
1417,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (ALBUMIN >= ?)"
1418,"(CALCIUM >= ?) U[?,?] (Mort >= ?)"
1419,"G[?,?](LOS <= ? | Mort <= ?)"
1420,"(ALT_GPT >= ?) U[?,?] (death >= ?)"
1421,"(ALBUMIN >= ?) U[?,?] (ALBUMIN >= ?)"
1422,"(CO2 >= ?) U[?,?] (MET >= ?)"
1423,"(n_evts >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1424,"G[?,?](ICU_Pt_Days >= ? -> ICU_Pt_Days >= ?)"
1425,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1426,"(Pulse >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1427,"(Pulse <= ?) U[?,?] (SBP >= ?)"
1428,"G[?,?](ICU_Pt_Days >= ? | ICU_Pt_Days <= ?)"
1429,"(ICU_Pt_Days >= ?) U[?,?] (direct >= ?)"
1430,"(O2_Flow <= ?) U[?,?] (y <= ?)"
1431,"(SpO2 >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1432,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1433,"F[?,?](edrk >= ? & WHITE_BLOOD_CELL_COUNT >= ?)"
1434,"G[?,?](tte <= ? -> y >= ?)"
1435,"G[?,?](HEMOGLOBIN >= ? | Glasgow_Coma_Scale_Total <= ?)"
1436,"G[?,?](LOS >= ? & ICU_Pt_Days >= ?)"
1437,"(n_evts <= ?) U[?,?] (Pulse <= ?)"
1438,"(Mort >= ?) U[?,?] (MET >= ?)"
1439,"(SBP >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1440,"(death <= ?) U[?,?] (death <= ?)"
1441,"(direct >= ?) U[?,?] (Resp <= ?)"
1442,"(Temp <= ?) U[?,?] (direct >= ?)"
1443,"(Mort <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1444,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (Temp <= ?)"
1445,"(direct <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1446,"(Pulse <= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1447,"(direct <= ?) U[?,?] (SBP >= ?)"
1448,"(MET <= ?) U[?,?] (SpO2 >= ?)"
1449,"(direct <= ?) U[?,?] (n_evts <= ?)"
1450,"(lds >= ?) U[?,?] (n_evts <= ?)"
1451,"(Resp <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1452,"(Mort >= ?) U[?,?] (LOS <= ?)"
1453,"(death <= ?) U[?,?] (direct >= ?)"
1454,"(AST_GOT >= ?) U[?,?] (MET <= ?)"
1455,"G[?,?](y <= ? -> LOS <= ?)"
1456,"(death <= ?) U[?,?] (death >= ?)"
1457,"(Temp <= ?) U[?,?] (Pulse <= ?)"
1458,"G[?,?](ICU_Pt_Days <= ? | n_evts <= ?)"
1459,"G[?,?](Mort <= ? | ICU_Pt_Days <= ?)"
1460,"(O2_Flow <= ?) U[?,?] (ALBUMIN >= ?)"
1461,"(SBP >= ?) U[?,?] (MET <= ?)"
1462,"(Mort >= ?) U[?,?] (O2_Flow <= ?)"
1463,"G[?,?](n_evts <= ? -> death <= ?)"
1464,"(y >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1465,"G[?,?](ICU_Pt_Days >= ? -> LACTIC_ACID >= ?)"
1466,"(O2_Flow >= ?) U[?,?] (MET <= ?)"
1467,"(direct <= ?) U[?,?] (MET >= ?)"
1468,"(Temp <= ?) U[?,?] (SpO2 >= ?)"
1469,"(Resp <= ?) U[?,?] (death <= ?)"
1470,"(y >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1471,"(CALCIUM >= ?) U[?,?] (SpO2 <= ?)"
1472,"(LOS <= ?) U[?,?] (ALT_GPT >= ?)"
1473,"(Mort >= ?) U[?,?] (Resp <= ?)"
1474,"G[?,?](Mort <= ? -> Mort <= ?)"
1475,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (Resp >= ?)"
1476,"(y <= ?) U[?,?] (tte <= ?)"
1477,"(tte <= ?) U[?,?] (tte >= ?)"
1478,"G[?,?](ICU_Pt_Days >= ? & LOS <= ?)"
1479,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (direct >= ?)"
1480,"(tte <= ?) U[?,?] (Resp >= ?)"
1481,"(tte <= ?) U[?,?] (ALBUMIN >= ?)"
1482,"G[?,?](edrk <= ? -> y >= ?)"
1483,"(death <= ?) U[?,?] (direct <= ?)"
1484,"(SpO2 >= ?) U[?,?] (ALBUMIN >= ?)"
1485,"(O2_Flow <= ?) U[?,?] (CALCIUM >= ?)"
1486,"(CALCIUM >= ?) U[?,?] (ALBUMIN >= ?)"
1487,"F[?,?](ICU_Pt_Days <= ? & WHITE_BLOOD_CELL_COUNT >= ?)"
1488,"(ALT_GPT >= ?) U[?,?] (SBP >= ?)"
1489,"(direct <= ?) U[?,?] (CHLORIDE >= ?)"
1490,"(Resp <= ?) U[?,?] (y >= ?)"
1491,"(y >= ?) U[?,?] (SpO2 <= ?)"
1492,"(ALBUMIN >= ?) U[?,?] (ALT_GPT >= ?)"
1493,"(LOS >= ?) U[?,?] (Resp <= ?)"
1494,"(tte <= ?) U[?,?] (n_evts >= ?)"
1495,"G[?,?](LOS >= ? -> ICU_Pt_Days >= ?)"
1496,"(ICU_Pt_Days >= ?) U[?,?] (Mort >= ?)"
1497,"(LOS >= ?) U[?,?] (LOS <= ?)"
1498,"(CHLORIDE >= ?) U[?,?] (Pulse <= ?)"
1499,"(y >= ?) U[?,?] (direct <= ?)"
1500,"G[?,?](ICU_Pt_Days <= ? | y <= ?)"
1501,"(tte <= ?) U[?,?] (Mort <= ?)"
1502,"G[?,?](LOS >= ? -> Mort >= ?)"
1503,"G[?,?](ICU_Pt_Days <= ? -> tte <= ?)"
1504,"(Mort <= ?) U[?,?] (Temp >= ?)"
1505,"(y <= ?) U[?,?] (MET >= ?)"
1506,"(Mort <= ?) U[?,?] (Mort <= ?)"
1507,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (direct >= ?)"
1508,"(Pulse <= ?) U[?,?] (CALCIUM >= ?)"
1509,"(ALBUMIN >= ?) U[?,?] (SpO2 >= ?)"
1510,"G[?,?](ICU_Pt_Days <= ? | death >= ?)"
1511,"(Mort <= ?) U[?,?] (death <= ?)"
1512,"(CHLORIDE >= ?) U[?,?] (Temp <= ?)"
1513,"(LOS <= ?) U[?,?] (SpO2 >= ?)"
1514,"(Resp <= ?) U[?,?] (Mort <= ?)"
1515,"G[?,?](ICU_Pt_Days >= ? | Mort >= ?)"
1516,"(SpO2 >= ?) U[?,?] (Temp >= ?)"
1517,"G[?,?](Mort <= ? -> death <= ?)"
1518,"G[?,?](Mort >= ? | ICU_Pt_Days >= ?)"
1519,"(tte >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1520,"(Mort >= ?) U[?,?] (death <= ?)"
1521,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (tte <= ?)"
1522,"(y <= ?) U[?,?] (CHLORIDE >= ?)"
1523,"(Mort >= ?) U[?,?] (death >= ?)"
1524,"(SBP <= ?) U[?,?] (n_evts >= ?)"
1525,"(Resp >= ?) U[?,?] (Mort <= ?)"
1526,"(Pulse <= ?) U[?,?] (ICU_Pt_Days >= ?)"
1527,"(n_evts >= ?) U[?,?] (CHLORIDE >= ?)"
1528,"(ALBUMIN >= ?) U[?,?] (Resp <= ?)"
1529,"(death >= ?) U[?,?] (Temp <= ?)"
1530,"(ALT_GPT >= ?) U[?,?] (SpO2 <= ?)"
1531,"G[?,?](edrk <= ? -> Mort <= ?)"
1532,"(ALT_GPT >= ?) U[?,?] (Pulse <= ?)"
1533,"(Resp <= ?) U[?,?] (ICU_Pt_Days >= ?)"
1534,"G[?,?](y <= ? -> y >= ?)"
1535,"(SpO2 >= ?) U[?,?] (Pulse <= ?)"
1536,"(LOS <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1537,"(y <= ?) U[?,?] (direct >= ?)"
1538,"(ICU_Pt_Days <= ?) U[?,?] (SpO2 >= ?)"
1539,"(CO2 >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1540,"G[?,?](ICU_Pt_Days >= ? & Mort <= ?)"
1541,"(LOS >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1542,"(Pulse >= ?) U[?,?] (O2_Flow <= ?)"
1543,"G[?,?](LOS >= ? -> LOS >= ?)"
1544,"(lds >= ?) U[?,?] (MET <= ?)"
1545,"(SpO2 >= ?) U[?,?] (SBP <= ?)"
1546,"(direct >= ?) U[?,?] (tte <= ?)"
1547,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1548,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (tte <= ?)"
1549,"G[?,?](n_evts >= ? -> LOS <= ?)"
1550,"(tte >= ?) U[?,?] (ALBUMIN >= ?)"
1551,"(LOS <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1552,"(Mort <= ?) U[?,?] (CALCIUM >= ?)"
1553,"(O2_Flow <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1554,"(death <= ?) U[?,?] (Pulse <= ?)"
1555,"(n_evts <= ?) U[?,?] (y >= ?)"
1556,"(LOS <= ?) U[?,?] (Temp >= ?)"
1557,"(MET >= ?) U[?,?] (Pulse <= ?)"
1558,"(ICU_Pt_Days >= ?) U[?,?] (tte <= ?)"
1559,"(Pulse <= ?) U[?,?] (O2_Flow <= ?)"
1560,"G[?,?](Mort <= ? -> tte <= ?)"
1561,"G[?,?](HEMOGLOBIN >= ? | n_evts <= ?)"
1562,"(SBP <= ?) U[?,?] (Pulse >= ?)"
1563,"F[?,?](LOS >= ? & ICU_Pt_Days >= ?)"
1564,"G[?,?](ICU_Pt_Days >= ? -> n_evts <= ?)"
1565,"(LOS <= ?) U[?,?] (SBP <= ?)"
1566,"G[?,?](LOS >= ? -> Mort <= ?)"
1567,"G[?,?](tte <= ? -> LOS <= ?)"
1568,"G[?,?](CHLORIDE <= ? & SBP >= ?)"
1569,"(ICU_Pt_Days >= ?) U[?,?] (LOS >= ?)"
1570,"(SBP >= ?) U[?,?] (ALBUMIN >= ?)"
1571,"(Resp <= ?) U[?,?] (Pulse <= ?)"
1572,"(LOS >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1573,"(death <= ?) U[?,?] (AST_GOT >= ?)"
1574,"(CO2 >= ?) U[?,?] (Temp >= ?)"
1575,"F[?,?](edrk >= ? & ICU_Pt_Days <= ?)"
1576,"F[?,?](LOS <= ? & LOS >= ?)"
1577,"(death <= ?) U[?,?] (Resp <= ?)"
1578,"(Mort >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1579,"G[?,?](ICU_Pt_Days >= ? | Mort <= ?)"
1580,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (Pulse >= ?)"
1581,"(Pulse <= ?) U[?,?] (direct >= ?)"
1582,"(y <= ?) U[?,?] (Pulse >= ?)"
1583,"(Temp >= ?) U[?,?] (SBP <= ?)"
1584,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (MET >= ?)"
1585,"(CHLORIDE >= ?) U[?,?] (y <= ?)"
1586,"(CALCIUM >= ?) U[?,?] (Resp >= ?)"
1587,"G[?,?](LOS <= ? & LOS <= ?)"
1588,"(Mort <= ?) U[?,?] (death >= ?)"
1589,"(lds >= ?) U[?,?] (tte <= ?)"
1590,"G[?,?](edrk <= ? -> ICU_Pt_Days <= ?)"
1591,"G[?,?](LOS <= ? | LOS <= ?)"
1592,"G[?,?](PROTIME_INR <= ? | Mort >= ?)"
1593,"(O2_Flow >= ?) U[?,?] (MET >= ?)"
1594,"(LOS <= ?) U[?,?] (MET <= ?)"
1595,"(Mort >= ?) U[?,?] (Resp >= ?)"
1596,"(Pulse <= ?) U[?,?] (Resp <= ?)"
1597,"(Resp >= ?) U[?,?] (Resp <= ?)"
1598,"G[?,?](LOS <= ? | death >= ?)"
1599,"(n_evts >= ?) U[?,?] (y <= ?)"
1600,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (AST_GOT >= ?)"
1601,"(direct >= ?) U[?,?] (Temp <= ?)"
1602,"(n_evts >= ?) U[?,?] (tte >= ?)"
1603,"(Temp >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1604,"(y <= ?) U[?,?] (O2_Flow >= ?)"
1605,"(death <= ?) U[?,?] (ALBUMIN >= ?)"
1606,"(y >= ?) U[?,?] (MET <= ?)"
1607,"(direct >= ?) U[?,?] (MET <= ?)"
1608,"G[?,?](Mort <= ? & LOS <= ?)"
1609,"G[?,?](ICU_Pt_Days >= ? | ICU_Pt_Days >= ?)"
1610,"G[?,?](HEMOGLOBIN >= ? | n_evts >= ?)"
1611,"(tte <= ?) U[?,?] (O2_Flow >= ?)"
1612,"(Mort <= ?) U[?,?] (y <= ?)"
1613,"(O2_Flow >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1614,"(CO2 >= ?) U[?,?] (SBP <= ?)"
1615,"(ICU_Pt_Days <= ?) U[?,?] (Temp >= ?)"
1616,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (LOS <= ?)"
1617,"(LOS <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1618,"(Resp >= ?) U[?,?] (tte <= ?)"
1619,"(death >= ?) U[?,?] (n_evts <= ?)"
1620,"(n_evts >= ?) U[?,?] (MET >= ?)"
1621,"(CO2 >= ?) U[?,?] (Pulse >= ?)"
1622,"(ICU_Pt_Days <= ?) U[?,?] (O2_Flow <= ?)"
1623,"G[?,?](Mort >= ? -> ICU_Pt_Days <= ?)"
1624,"(CHLORIDE >= ?) U[?,?] (Mort <= ?)"
1625,"(SBP >= ?) U[?,?] (direct >= ?)"
1626,"(LOS <= ?) U[?,?] (SpO2 <= ?)"
1627,"(SpO2 >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1628,"(O2_Flow <= ?) U[?,?] (AST_GOT >= ?)"
1629,"G[?,?](HEMOGLOBIN >= ? | LOS >= ?)"
1630,"(ALBUMIN >= ?) U[?,?] (SpO2 <= ?)"
1631,"(ICU_Pt_Days <= ?) U[?,?] (Pulse <= ?)"
1632,"G[?,?](HEMOGLOBIN >= ? | death >= ?)"
1633,"(Pulse <= ?) U[?,?] (Pulse <= ?)"
1634,"G[?,?](HEMOGLOBIN >= ? | ICU_Pt_Days <= ?)"
1635,"(MET >= ?) U[?,?] (LOS <= ?)"
1636,"(direct >= ?) U[?,?] (death >= ?)"
1637,"G[?,?](n_evts >= ? -> ICU_Pt_Days <= ?)"
1638,"(y <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1639,"(n_evts <= ?) U[?,?] (ICU_Pt_Days <= ?)"
1640,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1641,"(death <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1642,"(SBP <= ?) U[?,?] (y >= ?)"
1643,"(Mort <= ?) U[?,?] (Pulse <= ?)"
1644,"(O2_Flow <= ?) U[?,?] (SpO2 <= ?)"
1645,"G[?,?](n_evts <= ? -> tte <= ?)"
1646,"(Pulse >= ?) U[?,?] (Resp >= ?)"
1647,"(Pulse >= ?) U[?,?] (SpO2 <= ?)"
1648,"(lds >= ?) U[?,?] (Temp >= ?)"
1649,"G[?,?](CHLORIDE <= ? & ICU_Pt_Days >= ?)"
1650,"(n_evts >= ?) U[?,?] (Mort <= ?)"
1651,"(Mort >= ?) U[?,?] (tte >= ?)"
1652,"G[?,?](ICU_Pt_Days <= ? -> n_evts >= ?)"
1653,"(y >= ?) U[?,?] (Mort <= ?)"
1654,"(tte >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1655,"G[?,?](LOS >= ? -> y <= ?)"
1656,"(Pulse <= ?) U[?,?] (death <= ?)"
1657,"(direct <= ?) U[?,?] (O2_Flow <= ?)"
1658,"(y <= ?) U[?,?] (direct <= ?)"
1659,"(direct <= ?) U[?,?] (Pulse <= ?)"
1660,"(n_evts <= ?) U[?,?] (LOS >= ?)"
1661,"(SpO2 <= ?) U[?,?] (O2_Flow <= ?)"
1662,"(death <= ?) U[?,?] (ICU_Pt_Days >= ?)"
1663,"(CALCIUM >= ?) U[?,?] (LOS <= ?)"
1664,"(Pulse >= ?) U[?,?] (tte <= ?)"
