,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((ICU_Pt_Days = 0.000 | n_evts > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts > 0.000))",0.364,0.01
594,"G[0,0]((MET < 0.000 | ALBUMIN > 0.000))","G[0,0]((MET < 0.000 | O2_Flow > 0.000))",0.227,0.01
595,"F[0,0]((direct = 0.000 -> edrk < 0.000))","F[0,0]((direct < 0.000 -> n_evts > 0.000))",0.118,0.02
596,"G[0,0]((LOS < 0.000 | tte = 0.000))","G[0,0]((af > 0.000 | LOS < 0.000))",0.33,0.02
597,"G[0,0]((ICU_Pt_Days = 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
598,"G[0,0]((MET < 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
599,"G[0,0]((y > 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
600,"G[0,0]((LOS = 0.000 | death = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.33,0.04
601,"G[0,0]((Mort > 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((n_evts < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.214,0.02
602,"G[0,0]((tte < 0.000 | tte < 0.000))","G[0,0]((cosen < 0.000 | tte < 0.000))",0.159,0.02
603,"G[0,0]((LOS < 0.000 | n_evts > 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
604,"G[0,0]((Mort < 0.000 | y < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
605,"G[0,0]((death < 0.000 | MET < 0.000))","G[0,0]((death < 0.000 | MET < 0.000))",0.261,0.01
606,"G[0,0]((tte = 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | tte < 0.000))",0.364,0.01
607,"G[0,0]((LOS > 0.000 | LOS = 0.000))","G[0,0]((CO2 > 0.000 | LOS < 0.000))",0.333,0.02
608,"F[0,0]((srr = 0.000 & ALT_GPT < 0.000))","F[0,0]((ALT_GPT < 0.000 & y = 0.000))",0.073,0.05
609,"G[0,0]((direct < 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((direct < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.443,0.01
610,"G[0,0]((n_evts > 0.000 | MET = 0.000))","G[0,0]((MET > 0.000 | n_evts < 0.000))",0.227,0.03
611,"G[0,0]((GLUCOSE > 0.000 | n_evts > 0.000))","G[0,0]((dfa < 0.000 | n_evts > 0.000))",0.202,0.01
612,"G[0,0]((Mort = 0.000 | tte = 0.000))","G[0,0]((CREATININE < 0.000 | Mort < 0.000))",0.341,0.02
