,Initial Rule Trees
7753,"(Mort <= ?) U[?,?] (y >= ?)"
7754,"G[?,?](Temp <= ? -> BLOOD_UREA_NITROGEN >= ?)"
7755,"(direct <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT <= ?)"
7756,"(CREATININE >= ?) U[?,?] (HEMOGLOBIN >= ?)"
7757,"(CREATININE >= ?) U[?,?] (tte <= ?)"
7758,"G[?,?](n_evts >= ? | direct >= ?)"
7759,"G[?,?](SBP >= ? | LOS >= ?)"
7760,"G[?,?](CALCIUM >= ? -> Mort <= ?)"
7761,"(direct >= ?) U[?,?] (CREATININE <= ?)"
7762,"G[?,?](n_evts <= ? -> PLATELET_COUNT <= ?)"
7763,"(lds <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
7764,"G[?,?](LOS <= ? -> SODIUM >= ?)"
7765,"(CHLORIDE <= ?) U[?,?] (af <= ?)"
7766,"G[?,?](ICU_Pt_Days >= ? -> HEMOGLOBIN >= ?)"
7767,"(Resp <= ?) U[?,?] (SBP >= ?)"
7768,"G[?,?](MET <= ? & Mort <= ?)"
7769,"(y >= ?) U[?,?] (AF <= ?)"
7770,"(AF >= ?) U[?,?] (GLUCOSE >= ?)"
7771,"(Temp >= ?) U[?,?] (tte >= ?)"
7772,"G[?,?](ICU_Pt_Days <= ? -> CREATININE <= ?)"
7773,"(CREATININE >= ?) U[?,?] (CHLORIDE <= ?)"
7774,"G[?,?](Temp >= ? | LOS >= ?)"
7775,"G[?,?](CREATININE >= ? -> MET >= ?)"
7776,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (s24_edrk <= ?)"
7777,"G[?,?](POTASSIUM >= ? | Pulse >= ?)"
7778,"(hr <= ?) U[?,?] (CREATININE <= ?)"
7779,"(death <= ?) U[?,?] (edrk <= ?)"
7780,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (AF <= ?)"
7781,"G[?,?](death >= ? -> O2_Flow <= ?)"
7782,"(SBP >= ?) U[?,?] (death <= ?)"
7783,"(PLATELET_COUNT >= ?) U[?,?] (O2_Flow >= ?)"
7784,"F[?,?](LOS <= ? & Mort >= ?)"
7785,"G[?,?](n_evts >= ? -> PLATELET_COUNT <= ?)"
7786,"G[?,?](Mort >= ? -> LOS <= ?)"
7787,"(SpO2 >= ?) U[?,?] (direct <= ?)"
7788,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (CREATININE <= ?)"
7789,"G[?,?](Temp <= ? -> O2_Flow >= ?)"
7790,"(y >= ?) U[?,?] (GLUCOSE >= ?)"
7791,"G[?,?](y <= ? -> s24_hr <= ?)"
7792,"(MET <= ?) U[?,?] (Temp >= ?)"
7793,"G[?,?](s8_hr <= ? | O2_Flow <= ?)"
7794,"G[?,?](Resp >= ? | death <= ?)"
7795,"(CO2 >= ?) U[?,?] (s24_hr <= ?)"
7796,"(tte >= ?) U[?,?] (SpO2 <= ?)"
7797,"(n_evts <= ?) U[?,?] (SpO2 >= ?)"
7798,"(lds <= ?) U[?,?] (n_edrk >= ?)"
7799,"(SBP >= ?) U[?,?] (CALCIUM >= ?)"
7800,"F[?,?](direct >= ? & CREATININE >= ?)"
7801,"G[?,?](CREATININE <= ? | SODIUM <= ?)"
7802,"G[?,?](BLOOD_UREA_NITROGEN <= ? -> Pulse >= ?)"
7803,"(cosen >= ?) U[?,?] (s24_hr <= ?)"
7804,"G[?,?](POTASSIUM >= ? | death >= ?)"
7805,"G[?,?](CALCIUM <= ? | PHOSPHORUS <= ?)"
7806,"F[?,?](CREATININE >= ? & death >= ?)"
7807,"(MET <= ?) U[?,?] (Temp <= ?)"
7808,"(s24_hr <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
7809,"(y >= ?) U[?,?] (O2_Flow >= ?)"
7810,"G[?,?](GLUCOSE >= ? | HEMOGLOBIN >= ?)"
7811,"(dfa >= ?) U[?,?] (Pulse >= ?)"
7812,"(Temp >= ?) U[?,?] (dfa <= ?)"
7813,"G[?,?](MET <= ? | SODIUM >= ?)"
7814,"(HEMOGLOBIN <= ?) U[?,?] (CO2 >= ?)"
7815,"G[?,?](n_evts <= ? -> CREATININE <= ?)"
7816,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (SpO2 <= ?)"
7817,"G[?,?](Pulse >= ? -> BLOOD_UREA_NITROGEN <= ?)"
7818,"(Resp <= ?) U[?,?] (death >= ?)"
7819,"(Resp <= ?) U[?,?] (n_edrk >= ?)"
7820,"G[?,?](n_edrk <= ? | direct >= ?)"
7821,"G[?,?](PHOSPHORUS >= ? | LOS <= ?)"
7822,"(AF <= ?) U[?,?] (SpO2 <= ?)"
7823,"F[?,?](LOS <= ? & MET >= ?)"
7824,"G[?,?](s8_hr <= ? | Pulse <= ?)"
7825,"G[?,?](HEMOGLOBIN >= ? -> CREATININE <= ?)"
7826,"G[?,?](n_evts <= ? -> Glasgow_Coma_Scale_Total >= ?)"
7827,"G[?,?](n_evts <= ? -> WHITE_BLOOD_CELL_COUNT <= ?)"
7828,"G[?,?](BLOOD_UREA_NITROGEN <= ? -> n_edrk <= ?)"
7829,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (HEMOGLOBIN <= ?)"
7830,"(AF >= ?) U[?,?] (SpO2 <= ?)"
7831,"(hr >= ?) U[?,?] (s24_edrk >= ?)"
7832,"(hr >= ?) U[?,?] (CHLORIDE <= ?)"
7833,"G[?,?](Resp <= ? | SpO2 >= ?)"
7834,"G[?,?](MAGNESIUM >= ? -> SpO2 <= ?)"
7835,"(CREATININE >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT <= ?)"
7836,"(dfa >= ?) U[?,?] (dfa >= ?)"
7837,"(tte >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT <= ?)"
7838,"(y <= ?) U[?,?] (Resp <= ?)"
7839,"G[?,?](s24_hr <= ? | Pulse <= ?)"
7840,"G[?,?](Temp <= ? -> s24_hr <= ?)"
7841,"G[?,?](ICU_Pt_Days >= ? | hr <= ?)"
7842,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (s24_edrk <= ?)"
7843,"G[?,?](LOS <= ? | Resp <= ?)"
7844,"(Pulse >= ?) U[?,?] (CALCIUM <= ?)"
7845,"G[?,?](CREATININE <= ? -> LOS <= ?)"
7846,"G[?,?](GLUCOSE <= ? | CO2 >= ?)"
7847,"(n_edrk >= ?) U[?,?] (ICU_Pt_Days >= ?)"
7848,"(edrk >= ?) U[?,?] (CALCIUM <= ?)"
7849,"G[?,?](death <= ? -> direct >= ?)"
7850,"G[?,?](s24_hr <= ? | HEMOGLOBIN >= ?)"
7851,"G[?,?](CREATININE >= ? -> BLOOD_UREA_NITROGEN >= ?)"
7852,"G[?,?](LOS >= ? & Pulse >= ?)"
7853,"G[?,?](direct <= ? | Mort >= ?)"
7854,"G[?,?](SODIUM >= ? -> Temp <= ?)"
7855,"G[?,?](MAGNESIUM >= ? | Mort >= ?)"
7856,"G[?,?](CALCIUM <= ? -> CALCIUM <= ?)"
7857,"(MET >= ?) U[?,?] (LOS >= ?)"
7858,"G[?,?](SpO2 <= ? -> MET <= ?)"
7859,"G[?,?](Glasgow_Coma_Scale_Total >= ? | CHLORIDE <= ?)"
7860,"G[?,?](BLOOD_UREA_NITROGEN >= ? -> n_edrk <= ?)"
7861,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
7862,"(cosen >= ?) U[?,?] (GLUCOSE >= ?)"
7863,"G[?,?](GLUCOSE <= ? | direct >= ?)"
7864,"G[?,?](O2_Flow <= ? | Glasgow_Coma_Scale_Total >= ?)"
7865,"G[?,?](MET <= ? -> O2_Flow >= ?)"
7866,"(hr >= ?) U[?,?] (ICU_Pt_Days <= ?)"
7867,"(CHLORIDE <= ?) U[?,?] (lds <= ?)"
7868,"(Resp >= ?) U[?,?] (AF >= ?)"
7869,"G[?,?](SBP <= ? | ICU_Pt_Days >= ?)"
7870,"(direct >= ?) U[?,?] (CALCIUM >= ?)"
7871,"G[?,?](n_evts >= ? | BLOOD_UREA_NITROGEN >= ?)"
7872,"G[?,?](SpO2 >= ? | s8_hr <= ?)"
7873,"G[?,?](SBP <= ? | BLOOD_UREA_NITROGEN <= ?)"
7874,"G[?,?](death >= ? | direct <= ?)"
7875,"G[?,?](O2_Flow <= ? -> PLATELET_COUNT <= ?)"
7876,"G[?,?](Pulse <= ? -> ICU_Pt_Days >= ?)"
7877,"(CREATININE >= ?) U[?,?] (Temp <= ?)"
7878,"G[?,?](ICU_Pt_Days <= ? -> WHITE_BLOOD_CELL_COUNT <= ?)"
7879,"(Temp >= ?) U[?,?] (O2_Flow >= ?)"
7880,"G[?,?](y <= ? -> Pulse <= ?)"
7881,"G[?,?](death <= ? -> CHLORIDE <= ?)"
7882,"G[?,?](Resp >= ? -> PLATELET_COUNT <= ?)"
7883,"G[?,?](s8_hr <= ? | y <= ?)"
7884,"(tte >= ?) U[?,?] (CREATININE <= ?)"
7885,"G[?,?](LOS >= ? | MET >= ?)"
7886,"G[?,?](tte >= ? | SODIUM >= ?)"
7887,"G[?,?](death >= ? | GLUCOSE <= ?)"
7888,"G[?,?](MET <= ? -> Temp <= ?)"
7889,"G[?,?](Temp >= ? -> ICU_Pt_Days <= ?)"
7890,"F[?,?](y >= ? & SBP >= ?)"
7891,"(lds >= ?) U[?,?] (Mort >= ?)"
7892,"(CALCIUM >= ?) U[?,?] (direct <= ?)"
7893,"G[?,?](CO2 >= ? | Resp <= ?)"
7894,"(n_edrk <= ?) U[?,?] (y >= ?)"
7895,"G[?,?](n_evts <= ? -> Resp <= ?)"
7896,"(CALCIUM <= ?) U[?,?] (s8_hr <= ?)"
7897,"(MET <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT <= ?)"
7898,"G[?,?](SpO2 >= ? -> Mort <= ?)"
7899,"(edrk >= ?) U[?,?] (y <= ?)"
7900,"(death <= ?) U[?,?] (n_evts >= ?)"
7901,"G[?,?](MAGNESIUM >= ? | Temp >= ?)"
7902,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? -> Temp <= ?)"
7903,"G[?,?](y <= ? | s24_hr <= ?)"
7904,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? | SODIUM <= ?)"
7905,"G[?,?](SODIUM <= ? -> HEMOGLOBIN >= ?)"
7906,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (af <= ?)"
7907,"(death <= ?) U[?,?] (y <= ?)"
7908,"(s8_edrk >= ?) U[?,?] (edrk <= ?)"
7909,"G[?,?](Pulse >= ? -> O2_Flow >= ?)"
7910,"G[?,?](s24_hr <= ? | BLOOD_UREA_NITROGEN <= ?)"
7911,"(cosen <= ?) U[?,?] (BLOOD_UREA_NITROGEN <= ?)"
7912,"G[?,?](Resp <= ? | GLUCOSE <= ?)"
7913,"(CREATININE >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
7914,"G[?,?](Mort <= ? | BLOOD_UREA_NITROGEN <= ?)"
7915,"(s8_hr <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
7916,"G[?,?](CALCIUM <= ? | GLUCOSE >= ?)"
7917,"(hr >= ?) U[?,?] (Mort >= ?)"
7918,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (Temp <= ?)"
7919,"G[?,?](HEMOGLOBIN >= ? | CALCIUM <= ?)"
7920,"(tte <= ?) U[?,?] (Pulse >= ?)"
7921,"G[?,?](SODIUM >= ? | direct <= ?)"
7922,"(cosen >= ?) U[?,?] (s24_edrk >= ?)"
7923,"G[?,?](GLUCOSE >= ? | CREATININE <= ?)"
7924,"(tte <= ?) U[?,?] (s8_edrk >= ?)"
7925,"(y <= ?) U[?,?] (AF <= ?)"
7926,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (SpO2 >= ?)"
7927,"(lds <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
7928,"(CALCIUM >= ?) U[?,?] (tte <= ?)"
7929,"(hr >= ?) U[?,?] (ICU_Pt_Days >= ?)"
7930,"(y >= ?) U[?,?] (death >= ?)"
7931,"G[?,?](MAGNESIUM >= ? -> CHLORIDE <= ?)"
7932,"G[?,?](LOS >= ? | direct >= ?)"
7933,"G[?,?](CO2 <= ? | CALCIUM <= ?)"
7934,"(hr <= ?) U[?,?] (PHOSPHORUS >= ?)"
7935,"G[?,?](PHOSPHORUS <= ? | SBP <= ?)"
7936,"G[?,?](MET >= ? | direct <= ?)"
7937,"G[?,?](BLOOD_UREA_NITROGEN >= ? | s8_hr <= ?)"
7938,"(SBP <= ?) U[?,?] (Resp <= ?)"
7939,"G[?,?](Temp >= ? | Pulse <= ?)"
7940,"G[?,?](SODIUM <= ? -> CALCIUM >= ?)"
7941,"G[?,?](MET <= ? -> s24_hr <= ?)"
7942,"G[?,?](s24_hr <= ? | direct >= ?)"
7943,"(O2_Flow >= ?) U[?,?] (Mort >= ?)"
7944,"(SBP <= ?) U[?,?] (y <= ?)"
7945,"(CREATININE >= ?) U[?,?] (HEMOGLOBIN <= ?)"
7946,"(death >= ?) U[?,?] (HEMOGLOBIN >= ?)"
7947,"(O2_Flow >= ?) U[?,?] (CREATININE <= ?)"
7948,"G[?,?](CALCIUM <= ? -> POTASSIUM >= ?)"
7949,"(BLOOD_UREA_NITROGEN <= ?) U[?,?] (SpO2 <= ?)"
7950,"(AF <= ?) U[?,?] (direct <= ?)"
7951,"G[?,?](s2_edrk <= ? -> MAGNESIUM >= ?)"
7952,"(Temp >= ?) U[?,?] (n_edrk >= ?)"
7953,"(Resp <= ?) U[?,?] (hr <= ?)"
7954,"G[?,?](GLUCOSE >= ? | PLATELET_COUNT >= ?)"
7955,"G[?,?](MET >= ? -> SBP >= ?)"
7956,"G[?,?](Glasgow_Coma_Scale_Total <= ? -> MET >= ?)"
7957,"G[?,?](MET >= ? | LOS <= ?)"
7958,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (PHOSPHORUS >= ?)"
7959,"G[?,?](y >= ? | Glasgow_Coma_Scale_Total >= ?)"
7960,"G[?,?](y <= ? -> O2_Flow >= ?)"
7961,"(af >= ?) U[?,?] (SBP >= ?)"
7962,"G[?,?](ICU_Pt_Days <= ? -> CALCIUM <= ?)"
7963,"G[?,?](tte >= ? -> HEMOGLOBIN <= ?)"
7964,"(cosen <= ?) U[?,?] (srr <= ?)"
7965,"G[?,?](ICU_Pt_Days <= ? | tte <= ?)"
7966,"G[?,?](MET >= ? -> MET >= ?)"
7967,"G[?,?](tte >= ? | PHOSPHORUS >= ?)"
7968,"G[?,?](ICU_Pt_Days >= ? | POTASSIUM >= ?)"
7969,"(CHLORIDE <= ?) U[?,?] (SpO2 >= ?)"
7970,"G[?,?](s24_hr <= ? | PLATELET_COUNT >= ?)"
7971,"(SpO2 >= ?) U[?,?] (hr >= ?)"
7972,"(s8_edrk >= ?) U[?,?] (hr >= ?)"
7973,"(HEMOGLOBIN <= ?) U[?,?] (cosen <= ?)"
7974,"G[?,?](n_evts <= ? | Mort >= ?)"
7975,"G[?,?](CHLORIDE <= ? -> n_evts <= ?)"
7976,"G[?,?](Glasgow_Coma_Scale_Total <= ? | n_evts <= ?)"
7977,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (dfa <= ?)"
7978,"(GLUCOSE >= ?) U[?,?] (Mort >= ?)"
7979,"G[?,?](death <= ? -> CALCIUM <= ?)"
7980,"G[?,?](Temp <= ? | death <= ?)"
7981,"G[?,?](SpO2 <= ? -> CALCIUM >= ?)"
7982,"F[?,?](O2_Flow >= ? | Mort >= ?)"
7983,"G[?,?](SODIUM >= ? -> Temp >= ?)"
7984,"(Pulse <= ?) U[?,?] (tte <= ?)"
7985,"G[?,?](Glasgow_Coma_Scale_Total >= ? | SpO2 >= ?)"
7986,"(n_evts >= ?) U[?,?] (LOS >= ?)"
7987,"G[?,?](CREATININE >= ? -> n_edrk <= ?)"
7988,"(HEMOGLOBIN <= ?) U[?,?] (death >= ?)"
7989,"(SpO2 >= ?) U[?,?] (n_evts <= ?)"
7990,"(O2_Flow <= ?) U[?,?] (MET <= ?)"
7991,"(dfa <= ?) U[?,?] (n_edrk >= ?)"
7992,"(tte <= ?) U[?,?] (LOS >= ?)"
7993,"(LOS <= ?) U[?,?] (lds <= ?)"
7994,"(Temp >= ?) U[?,?] (HEMOGLOBIN >= ?)"
7995,"G[?,?](ICU_Pt_Days >= ? -> Glasgow_Coma_Scale_Total >= ?)"
7996,"G[?,?](Pulse >= ? -> tte >= ?)"
7997,"G[?,?](hr <= ? | s24_hr <= ?)"
7998,"G[?,?](SODIUM >= ? | GLUCOSE <= ?)"
7999,"G[?,?](Temp >= ? -> O2_Flow <= ?)"
8000,"(Mort >= ?) U[?,?] (LOS >= ?)"
8001,"G[?,?](HEMOGLOBIN >= ? | Pulse >= ?)"
8002,"G[?,?](CREATININE >= ? -> MAGNESIUM >= ?)"
8003,"(CHLORIDE <= ?) U[?,?] (Resp <= ?)"
8004,"(lds <= ?) U[?,?] (s8_hr <= ?)"
8005,"(hr <= ?) U[?,?] (y <= ?)"
8006,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (MAGNESIUM >= ?)"
8007,"(dfa >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
8008,"G[?,?](death <= ? | LOS >= ?)"
8009,"F[?,?](Pulse >= ? & SBP >= ?)"
8010,"(s24_edrk <= ?) U[?,?] (edrk <= ?)"
8011,"(CO2 >= ?) U[?,?] (CREATININE >= ?)"
8012,"G[?,?](hr <= ? -> direct >= ?)"
8013,"(cosen <= ?) U[?,?] (AF >= ?)"
8014,"(af <= ?) U[?,?] (HEMOGLOBIN <= ?)"
8015,"(lds >= ?) U[?,?] (AF >= ?)"
8016,"(CALCIUM <= ?) U[?,?] (lds >= ?)"
8017,"G[?,?](direct >= ? | SBP <= ?)"
8018,"G[?,?](Mort <= ? | direct >= ?)"
8019,"(AF >= ?) U[?,?] (Resp <= ?)"
8020,"G[?,?](Pulse <= ? -> s24_hr <= ?)"
8021,"F[?,?](death >= ? & Resp <= ?)"
8022,"(lds <= ?) U[?,?] (HEMOGLOBIN <= ?)"
8023,"(n_edrk <= ?) U[?,?] (s24_edrk <= ?)"
8024,"F[?,?](Glasgow_Coma_Scale_Total <= ? | ICU_Pt_Days >= ?)"
8025,"G[?,?](O2_Flow <= ? & ICU_Pt_Days <= ?)"
8026,"(hr <= ?) U[?,?] (dfa <= ?)"
8027,"G[?,?](ICU_Pt_Days <= ? | MET >= ?)"
8028,"G[?,?](SODIUM >= ? | Pulse >= ?)"
8029,"G[?,?](SBP <= ? -> ICU_Pt_Days <= ?)"
8030,"G[?,?](CALCIUM <= ? -> MET >= ?)"
8031,"G[?,?](s2_edrk <= ? -> Resp <= ?)"
8032,"G[?,?](Mort <= ? -> tte >= ?)"
8033,"(s8_edrk <= ?) U[?,?] (cosen >= ?)"
8034,"(MET <= ?) U[?,?] (Resp <= ?)"
8035,"G[?,?](Resp <= ? | ICU_Pt_Days <= ?)"
8036,"G[?,?](hr <= ? | HEMOGLOBIN >= ?)"
8037,"G[?,?](GLUCOSE <= ? -> BLOOD_UREA_NITROGEN <= ?)"
8038,"(edrk >= ?) U[?,?] (MAGNESIUM >= ?)"
8039,"(HEMOGLOBIN <= ?) U[?,?] (LOS <= ?)"
8040,"G[?,?](Glasgow_Coma_Scale_Total >= ? | s24_hr <= ?)"
8041,"(s8_hr <= ?) U[?,?] (PLATELET_COUNT >= ?)"
8042,"G[?,?](y <= ? | PHOSPHORUS <= ?)"
8043,"G[?,?](death <= ? | POTASSIUM >= ?)"
8044,"G[?,?](ICU_Pt_Days <= ? | tte >= ?)"
8045,"G[?,?](ICU_Pt_Days <= ? -> LOS <= ?)"
8046,"(MET >= ?) U[?,?] (O2_Flow >= ?)"
8047,"G[?,?](ICU_Pt_Days >= ? | Mort >= ?)"
8048,"(Resp <= ?) U[?,?] (s24_edrk <= ?)"
8049,"(AF <= ?) U[?,?] (O2_Flow <= ?)"
8050,"(HEMOGLOBIN <= ?) U[?,?] (SBP >= ?)"
8051,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (direct <= ?)"
8052,"F[?,?](Pulse >= ? & Resp <= ?)"
8053,"G[?,?](PLATELET_COUNT <= ? | CO2 >= ?)"
8054,"(cosen <= ?) U[?,?] (CO2 >= ?)"
8055,"G[?,?](CREATININE >= ? -> Mort <= ?)"
8056,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (dfa >= ?)"
8057,"(AF <= ?) U[?,?] (s24_edrk >= ?)"
8058,"G[?,?](SBP >= ? & LOS <= ?)"
8059,"G[?,?](death <= ? | CHLORIDE <= ?)"
8060,"G[?,?](SBP <= ? | y <= ?)"
8061,"(MAGNESIUM >= ?) U[?,?] (n_edrk <= ?)"
8062,"G[?,?](SBP >= ? | Temp >= ?)"
8063,"G[?,?](ICU_Pt_Days <= ? | ICU_Pt_Days <= ?)"
8064,"(PLATELET_COUNT >= ?) U[?,?] (LOS <= ?)"
8065,"(CHLORIDE <= ?) U[?,?] (LOS <= ?)"
8066,"(af <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
8067,"G[?,?](ICU_Pt_Days <= ? & tte >= ?)"
8068,"G[?,?](CHLORIDE <= ? | PLATELET_COUNT >= ?)"
8069,"G[?,?](death <= ? | tte <= ?)"
8070,"F[?,?](direct >= ? & Mort >= ?)"
8071,"G[?,?](MAGNESIUM >= ? -> SBP >= ?)"
8072,"G[?,?](BLOOD_UREA_NITROGEN >= ? -> POTASSIUM >= ?)"
8073,"(AF >= ?) U[?,?] (MET <= ?)"
8074,"G[?,?](MET <= ? | CO2 >= ?)"
8075,"G[?,?](PHOSPHORUS <= ? | O2_Flow >= ?)"
8076,"(ICU_Pt_Days <= ?) U[?,?] (CREATININE <= ?)"
8077,"G[?,?](Mort >= ? -> Resp <= ?)"
8078,"G[?,?](Mort >= ? | Temp >= ?)"
8079,"G[?,?](Pulse <= ? -> SODIUM >= ?)"
8080,"(SpO2 <= ?) U[?,?] (edrk <= ?)"
8081,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (edrk >= ?)"
8082,"G[?,?](O2_Flow <= ? | Temp <= ?)"
8083,"G[?,?](POTASSIUM <= ? | Temp <= ?)"
8084,"G[?,?](Resp <= ? -> y <= ?)"
8085,"G[?,?](CALCIUM <= ? -> BLOOD_UREA_NITROGEN >= ?)"
8086,"F[?,?](y >= ? | n_evts >= ?)"
8087,"G[?,?](SBP >= ? -> PLATELET_COUNT <= ?)"
8088,"G[?,?](O2_Flow <= ? | direct <= ?)"
8089,"G[?,?](death >= ? -> Mort <= ?)"
8090,"(s8_edrk <= ?) U[?,?] (PLATELET_COUNT >= ?)"
8091,"G[?,?](y >= ? | HEMOGLOBIN >= ?)"
8092,"G[?,?](direct >= ? | O2_Flow >= ?)"
8093,"(cosen <= ?) U[?,?] (s24_hr <= ?)"
8094,"G[?,?](SBP >= ? & Pulse <= ?)"
8095,"G[?,?](s2_edrk <= ? -> O2_Flow >= ?)"
8096,"G[?,?](HEMOGLOBIN >= ? | CO2 >= ?)"
8097,"(CO2 >= ?) U[?,?] (AF >= ?)"
8098,"(tte >= ?) U[?,?] (AF >= ?)"
8099,"(s8_edrk >= ?) U[?,?] (death <= ?)"
8100,"G[?,?](GLUCOSE <= ? | SBP <= ?)"
8101,"G[?,?](O2_Flow >= ? -> CALCIUM >= ?)"
8102,"(Pulse <= ?) U[?,?] (Temp <= ?)"
8103,"G[?,?](Mort <= ? | LOS <= ?)"
8104,"(CREATININE <= ?) U[?,?] (death <= ?)"
8105,"(s24_hr <= ?) U[?,?] (CREATININE <= ?)"
8106,"(MET <= ?) U[?,?] (Resp >= ?)"
8107,"G[?,?](POTASSIUM >= ? | Pulse <= ?)"
8108,"G[?,?](Temp <= ? | n_evts <= ?)"
8109,"(Pulse >= ?) U[?,?] (lds >= ?)"
8110,"(hr <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
8111,"(death >= ?) U[?,?] (lds <= ?)"
8112,"G[?,?](O2_Flow >= ? -> ICU_Pt_Days >= ?)"
8113,"G[?,?](n_evts >= ? | Pulse <= ?)"
8114,"(AF >= ?) U[?,?] (PHOSPHORUS >= ?)"
8115,"(hr <= ?) U[?,?] (y >= ?)"
8116,"G[?,?](direct <= ? | Temp <= ?)"
8117,"G[?,?](GLUCOSE >= ? | SODIUM >= ?)"
8118,"G[?,?](Pulse <= ? -> n_edrk <= ?)"
8119,"G[?,?](death <= ? | n_evts >= ?)"
8120,"G[?,?](SBP <= ? | O2_Flow >= ?)"
8121,"(CALCIUM <= ?) U[?,?] (n_edrk <= ?)"
8122,"G[?,?](MAGNESIUM >= ? -> hr <= ?)"
8123,"G[?,?](HEMOGLOBIN <= ? -> Mort <= ?)"
8124,"G[?,?](LOS >= ? | MAGNESIUM >= ?)"
8125,"(Resp <= ?) U[?,?] (srr <= ?)"
8126,"G[?,?](direct >= ? -> hr <= ?)"
8127,"(s8_hr <= ?) U[?,?] (edrk >= ?)"
8128,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? | ICU_Pt_Days >= ?)"
8129,"G[?,?](BLOOD_UREA_NITROGEN >= ? -> hr <= ?)"
8130,"G[?,?](ICU_Pt_Days <= ? | LOS >= ?)"
8131,"G[?,?](y <= ? -> direct <= ?)"
8132,"G[?,?](SpO2 >= ? -> SBP <= ?)"
8133,"F[?,?](y >= ? & n_evts >= ?)"
8134,"(af >= ?) U[?,?] (s8_hr <= ?)"
8135,"G[?,?](CO2 <= ? | Temp <= ?)"
8136,"G[?,?](O2_Flow >= ? -> WHITE_BLOOD_CELL_COUNT <= ?)"
8137,"G[?,?](SpO2 <= ? -> direct <= ?)"
8138,"G[?,?](O2_Flow <= ? -> BLOOD_UREA_NITROGEN <= ?)"
8139,"(PLATELET_COUNT >= ?) U[?,?] (dfa <= ?)"
8140,"G[?,?](death <= ? -> WHITE_BLOOD_CELL_COUNT <= ?)"
8141,"(AF >= ?) U[?,?] (edrk <= ?)"
8142,"G[?,?](LOS >= ? -> Mort >= ?)"
8143,"(SpO2 <= ?) U[?,?] (s8_hr <= ?)"
8144,"G[?,?](PLATELET_COUNT >= ? | tte <= ?)"
8145,"G[?,?](MET >= ? -> Temp >= ?)"
8146,"G[?,?](CO2 >= ? | PHOSPHORUS >= ?)"
8147,"(n_evts <= ?) U[?,?] (BLOOD_UREA_NITROGEN <= ?)"
8148,"F[?,?](direct >= ? | ICU_Pt_Days >= ?)"
8149,"G[?,?](Temp <= ? | s24_hr <= ?)"
8150,"G[?,?](MET >= ? | BLOOD_UREA_NITROGEN <= ?)"
8151,"(s24_edrk >= ?) U[?,?] (CREATININE <= ?)"
8152,"(Temp <= ?) U[?,?] (CO2 >= ?)"
8153,"G[?,?](CO2 <= ? -> direct >= ?)"
8154,"G[?,?](Glasgow_Coma_Scale_Total <= ? | ICU_Pt_Days >= ?)"
8155,"(af >= ?) U[?,?] (CREATININE >= ?)"
8156,"(Mort <= ?) U[?,?] (death <= ?)"
8157,"G[?,?](HEMOGLOBIN <= ? -> LOS >= ?)"
8158,"G[?,?](LOS >= ? & ICU_Pt_Days <= ?)"
8159,"(CREATININE <= ?) U[?,?] (HEMOGLOBIN >= ?)"
8160,"G[?,?](SODIUM <= ? | PLATELET_COUNT <= ?)"
8161,"(s24_edrk <= ?) U[?,?] (Mort <= ?)"
8162,"F[?,?](n_evts >= ? | n_evts >= ?)"
8163,"G[?,?](direct >= ? -> ICU_Pt_Days >= ?)"
8164,"G[?,?](SpO2 >= ? | LOS >= ?)"
8165,"(y >= ?) U[?,?] (s8_edrk >= ?)"
